4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.045756006752023959e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,1.600000000000000033e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.551363003482704839e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.300000000000000000e+02,2.545454545454545192e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.164556554267393906e+00,6.000000000000000000e+00,2.000000000000000000e+00,1.880000000000000000e+02,2.127659574468085055e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.380000000000000000e+02,5.072463768115942351e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.178015517500285103e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+02,3.714285714285713302e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,6.858932019303137784e-01,3.000000000000000000e+00,2.000000000000000000e+00,2.900000000000000000e+01,2.068965517241379559e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.540509517284687657e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01,5.714285714285713413e-02
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.290303089400744341e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,5.277777777777777901e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.340509667266259308e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000000e+01,3.703703703703703498e-02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.105503260115206610e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02,1.875000000000000000e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.432132488149348903e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e+02,2.560000000000000053e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.440197996898702870e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.170000000000000000e+02,1.367521367521367381e-01
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.632388529659544840e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.700000000000000000e+01,2.061855670103092744e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.227602255100248785e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.180000000000000000e+02,4.545454545454545581e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.287320025221830200e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000000e+02,2.037037037037036924e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.577261398093743772e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.990000000000000000e+02,1.658291457286432125e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.344305286685786083e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,6.666666666666667962e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000129302339556103e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.870000000000000000e+02,3.743315508021390070e-02
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01,6.521739130434782428e-02
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.460765477617077535e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.900000000000000000e+01,1.012658227848101250e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.570757536297149759e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.333333333333333148e-01
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.442571120882552904e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+01,2.631578947368420907e-01
5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.368431540657280010e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,1.818181818181818510e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.163357957444994373e+00,0.000000000000000000e+00,5.000000000000000000e+00,7.800000000000000000e+01,2.307692307692308098e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.566164358369315668e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,1.666666666666666574e-01
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.969635694334435527e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+01,5.263157894736841813e-02
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.163672048790120206e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.160000000000000000e+02,4.310344827586207184e-02
4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.578204747156110921e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.900000000000000000e+01,4.285714285714285476e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.614394207445844609e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.900000000000000000e+02,2.918367346938775531e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.055599008717087894e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.332151008431817996e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.900000000000000000e+01,2.033898305084745894e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.332121630539374824e+00,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+01,2.857142857142856707e-02
3.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.900000000000000000e+01,1.052631578947368363e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.632215891309175770e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.100000000000000000e+01,3.548387096774193727e-01
4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.293105605831817106e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.380000000000000000e+02,3.478260869565216740e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+01,1.315789473684210453e-01
3.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.356121573984269801e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.900000000000000000e+01,2.542372881355932090e-01
2.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.242808094999482860e+00,2.000000000000000000e+00,5.000000000000000000e+00,3.800000000000000000e+01,1.578947368421052544e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.548493003478980334e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01,5.882352941176471200e-02
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.275500717842232179e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,2.500000000000000000e-01
4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.297234103979506337e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.100000000000000000e+01,1.935483870967741882e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,6.890791277443836238e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.100000000000000000e+01,9.756097560975610095e-02
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.374530226016206225e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.740000000000000000e+02,1.149732620320855492e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.240272470001402061e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,9.090909090909092549e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.417443574800484773e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01,5.882352941176471200e-02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.961516019441502001e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,1.666666666666666574e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.069681181645994350e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.010000000000000000e+02,7.462686567164177054e-02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.588231557064848865e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.043280725142010201e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,4.444444444444444198e-01
